CONTIG_ID	LENGTH	SHORT_READ_COV	LONG_READ_COV	CLUSTER	SPECIES	NB_STRAIN	REFERENCE_GENOME
opera_contig_1961	3768	22.78	0.83	NA	Bifidobacterium_sp002451435	NA	GCA_002451435.1_genomic.fna.gz
opera_contig_1962	3766	23.99	2.66	NA	Actinocatenispora_sera	2	GCF_000720965.1_genomic.fna.gz
opera_contig_1963	3765	16.80	1.12	NA	NA	NA	NA
opera_contig_1964	3762	17.75	0.00	NA	Bradyrhizobium_sp000472385	NA	GCF_000472385.1_genomic.fna.gz
opera_contig_1965	3760	30.44	1.13	NA	NA	NA	NA
opera_contig_1966	3759	10.15	0.00	NA	Palsa-851_sp003153505	NA	GCA_003153505.1_genomic.fna.gz
opera_contig_1967	3751	16.86	2.96	NA	Pseudomonas_E_piscium	NA	GCF_001269555.1_genomic.fna.gz
opera_contig_1968	4633	16.60	1.71	NA	NA	NA	NA
opera_contig_1969	3749	152.25	35.51	NA	NA	NA	NA
opera_contig_1970	3748	27.32	0.74	NA	Nocardia_farcinica	NA	GCF_001182745.1_genomic.fna.gz
opera_contig_1971	3756	57.49	1.10	NA	NA	NA	NA
opera_contig_1972	3744	9.25	3.05	NA	NA	NA	NA
opera_contig_1973	3735	6.45	0.97	NA	NA	NA	NA
opera_contig_1974	4112	6.32	20.47	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_1975	3731	29.33	0.93	NA	NA	NA	NA
opera_contig_1976	3726	6.33	4.54	NA	F082_sp002396205	NA	GCA_002396205.1_genomic.fna.gz
opera_contig_1977	3722	19.29	1.65	NA	NA	NA	NA
opera_contig_1978	3718	18.63	0.42	NA	NA	NA	NA
opera_contig_1979	3718	8.37	0.00	NA	NA	NA	NA
opera_contig_1980	3710	67.79	5.83	NA	NA	NA	NA
opera_contig_1981	3705	27.78	0.33	NA	NA	NA	NA
opera_contig_1982	3703	18.57	0.00	NA	Bosea_sp001509835	NA	GCF_001509835.1_genomic.fna.gz
opera_contig_1983	3703	8.00	2.32	NA	NA	NA	NA
opera_contig_1984	3700	31.75	1.07	NA	NA	NA	NA
opera_contig_1985	3700	8.55	0.00	NA	Brevirhabdus_pacifica	NA	GCF_002797755.1_genomic.fna.gz
opera_contig_1986	3700	7.73	2.80	NA	NA	NA	NA
opera_contig_1987	3700	6.65	0.00	NA	NA	NA	NA
opera_contig_1988	3698	60.41	0.72	NA	Ignatzschineria_larvae	NA	GCF_000510805.1_genomic.fna.gz
opera_contig_1989	3697	6.79	26.69	NA	12-FULL-67-14b_sp001768615	2	GCA_001768615.1_genomic.fna.gz
opera_contig_1990	3695	29.75	0.26	NA	SW-7-71-33_sp003022865	NA	GCA_003022865.1_genomic.fna.gz
opera_contig_1991	3692	19.31	0.18	NA	Dechloromonas_sp002396525	NA	GCA_002396525.1_genomic.fna.gz
opera_contig_1992	3688	8.71	24.07	NA	Pseudonocardia_acaciae	NA	GCF_000620785.1_genomic.fna.gz
opera_contig_1993	3686	23.29	0.77	NA	NA	NA	NA
opera_contig_1994	3685	53.95	1.39	NA	NA	NA	NA
opera_contig_1995	3684	19.76	1.41	NA	Halobacterium_sp001485535	NA	GCF_001485535.1_genomic.fna.gz
opera_contig_1996	3681	31.78	1.19	NA	Thioalkalivibrio_sp000377205	NA	GCF_000377205.1_genomic.fna.gz
opera_contig_1997	14271	353.73	48.46	NA	BK-30_sp002837145	NA	GCF_002837145.1_genomic.fna.gz
opera_contig_1998	3676	18.85	0.65	NA	NA	NA	NA
opera_contig_1999	3674	6.56	6.87	NA	An7_sp002161805	NA	GCF_002161805.1_genomic.fna.gz
opera_contig_2000	3674	6.56	0.73	NA	2-01-FULL-66-17_sp001803875	NA	GCA_001803875.1_genomic.fna.gz
opera_contig_2001	3670	8.34	0.18	NA	Eubacterium_A_sp000688015	NA	GCF_000688015.1_genomic.fna.gz
opera_contig_2002	3669	28.73	1.96	NA	NA	NA	NA
opera_contig_2003	3668	7.39	0.33	NA	Brevibacterium_sandarakinum	NA	GCF_900105045.1_genomic.fna.gz
opera_contig_2004	3663	19.87	0.00	NA	NA	NA	NA
opera_contig_2005	3663	26.31	0.98	NA	NA	NA	NA
opera_contig_2006	3662	8120.01	249.76	NA	Sphingomonas_sp001721295	NA	GCF_001721295.1_genomic.fna.gz
opera_contig_2007	3661	8.78	23.23	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_2008	3660	17.42	0.00	NA	NA	NA	NA
opera_contig_2009	3658	32.94	0.76	NA	73-13_sp001898855	NA	GCA_001898855.1_genomic.fna.gz
opera_contig_2010	3657	17.16	1.04	NA	NA	NA	NA
opera_contig_2011	3655	30.22	1.07	NA	NA	NA	NA
opera_contig_2012	10401	93.01	3.86	NA	NA	NA	NA
opera_contig_2013	3649	5.92	19.23	NA	66-26_sp001897745	1	GCA_001897745.1_genomic.fna.gz
opera_contig_2014	3640	18.62	2.32	NA	NA	NA	NA
opera_contig_2015	3639	8.83	10.15	NA	NA	NA	NA
opera_contig_2016	3636	9.66	1.17	NA	Ga0077541_sp001464995	NA	GCA_001464995.1_genomic.fna.gz
opera_contig_2017	3631	29.72	0.00	NA	Mumia_flava	NA	GCF_002797495.1_genomic.fna.gz
opera_contig_2018	3630	20.88	0.95	NA	Paracoccus_sp000967825	NA	GCF_000967825.1_genomic.fna.gz
opera_contig_2019	3630	15.63	1.48	NA	NA	NA	NA
opera_contig_2020	3629	20.20	16.44	NA	UBA8886_sp003193815	NA	GCA_003193815.1_genomic.fna.gz
opera_contig_2021	3648	126.88	14.31	NA	NA	NA	NA
opera_contig_2022	3627	28.93	1.06	NA	NA	NA	NA
opera_contig_2023	3627	6.51	0.57	NA	NA	NA	NA
opera_contig_2024	3625	22.57	0.17	NA	NA	NA	NA
opera_contig_2025	3755	333.88	53.58	NA	NA	NA	NA
opera_contig_2026	3624	33.11	0.19	NA	NA	NA	NA
opera_contig_2027	3624	5.68	0.98	NA	NA	NA	NA
opera_contig_2028	3623	27.99	0.69	NA	NA	NA	NA
opera_contig_2029	3618	27.89	0.00	NA	NA	NA	NA
opera_contig_2030	3616	7.08	8.93	NA	NA	NA	NA
opera_contig_2031	3613	7.50	11.99	NA	NA	NA	NA
opera_contig_2032	3613	8.89	0.00	NA	NA	NA	NA
opera_contig_2033	3612	17.79	0.00	NA	QS-6-64-34_sp003020925	NA	GCA_003020925.1_genomic.fna.gz
opera_contig_2034	3607	19.76	0.00	NA	R-RK-3_sp002198715	NA	GCF_002198715.1_genomic.fna.gz
opera_contig_2035	3604	6.83	0.66	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_2036	3604	4.60	0.00	NA	DSL-40_sp003241785	NA	GCA_003241785.1_genomic.fna.gz
opera_contig_2037	3601	30.81	0.00	NA	NA	NA	NA
opera_contig_2038	3601	20.77	0.32	NA	UBA8309_sp001627655	NA	GCA_001627655.1_genomic.fna.gz
opera_contig_2039	3601	8.78	1.07	NA	Hydrogenophaga_sp001777155	NA	GCF_001777155.1_genomic.fna.gz
opera_contig_2040	3595	24.02	1.50	NA	Halococcus_saccharolyticus	NA	GCF_000336915.1_genomic.fna.gz
opera_contig_2041	3595	7.54	0.79	NA	NA	NA	NA
opera_contig_2042	3591	7.27	10.27	NA	NA	NA	NA
opera_contig_2043	3590	10.63	3.23	NA	Enhydrobacter_aerosaccus	NA	GCF_900167455.1_genomic.fna.gz
opera_contig_2044	3583	22.84	0.90	NA	NA	NA	NA
opera_contig_2045	3580	7.01	1.07	NA	NA	NA	NA
opera_contig_2046	3570	7.73	0.00	NA	NA	NA	NA
opera_contig_2047	3568	30.39	0.00	NA	Nocardioides_sp001428565	NA	GCF_001428565.1_genomic.fna.gz
opera_contig_2048	3566	28.15	0.00	NA	NA	NA	NA
opera_contig_2049	3563	28.46	0.25	NA	NA	NA	NA
opera_contig_2050	3560	8.46	1.04	NA	NA	NA	NA
opera_contig_2051	3559	15.23	0.00	NA	FEN-1346_sp003170085	NA	GCA_003170085.1_genomic.fna.gz
opera_contig_2052	3558	28.08	1.38	NA	GCA-2748155_sp002748155	NA	GCA_002748155.1_genomic.fna.gz
opera_contig_2053	3557	20.18	0.00	NA	NA	NA	NA
opera_contig_2054	3557	18.21	0.14	NA	Selenomonas_sputigena	NA	GCF_000208405.1_genomic.fna.gz
opera_contig_2055	3556	20.61	5.47	NA	Isoptericola_A_variabilis	NA	GCF_001750215.1_genomic.fna.gz
opera_contig_2056	3555	14.97	1.56	NA	Palsa-744_sp003134675	NA	GCA_003134675.1_genomic.fna.gz
opera_contig_2057	3554	23.73	0.72	NA	NA	NA	NA
opera_contig_2058	3549	5.80	0.29	NA	Bradyrhizobium_sp000261685	NA	GCF_000261685.1_genomic.fna.gz
opera_contig_2059	3549	6.51	0.76	NA	NA	NA	NA
opera_contig_2060	3547	18.68	0.98	NA	NA	NA	NA
opera_contig_2061	3546	17.13	1.84	NA	Rhodoplanes_elegans	NA	GCF_003258805.1_genomic.fna.gz
opera_contig_2062	3544	7.51	5.42	NA	Bosea_sp001429505	NA	GCF_001429505.1_genomic.fna.gz
opera_contig_2063	3543	10.20	3.28	NA	H22_sp003298465	NA	GCA_003298465.1_genomic.fna.gz
opera_contig_2064	3542	6.38	0.55	NA	NA	NA	NA
opera_contig_2065	3535	6.82	9.34	NA	Brevundimonas_sp002483305	NA	GCA_002483305.1_genomic.fna.gz
opera_contig_2066	3534	12.93	0.33	NA	NA	NA	NA
opera_contig_2067	3532	15.49	0.99	NA	NA	NA	NA
opera_contig_2068	3532	15.92	0.00	NA	NA	NA	NA
opera_contig_2069	3527	47.40	0.97	NA	NA	NA	NA
opera_contig_2070	3527	27.47	0.41	NA	NA	NA	NA
opera_contig_2071	3525	7.83	2.11	NA	NA	NA	NA
opera_contig_2072	3525	5.27	8.09	NA	NA	NA	NA
opera_contig_2073	3524	8.26	3.03	NA	NA	NA	NA
opera_contig_2074	3519	15.12	0.15	NA	NA	NA	NA
opera_contig_2075	3519	8.42	2.56	NA	Alcanivorax_sp002313655	NA	GCA_002313655.1_genomic.fna.gz
opera_contig_2076	3518	40.38	2.68	NA	Sphingopyxis_terrae	NA	GCF_001598815.1_genomic.fna.gz
opera_contig_2077	3516	17.56	1.05	NA	NA	NA	NA
opera_contig_2078	3511	21.59	0.00	NA	NA	NA	NA
opera_contig_2079	3511	5.72	1.21	NA	NA	NA	NA
opera_contig_2080	3508	19.89	1.01	NA	NA	NA	NA
opera_contig_2081	3508	16.74	0.00	NA	NA	NA	NA
opera_contig_2082	3505	18.48	0.95	NA	NA	NA	NA
opera_contig_2083	3501	17.06	0.00	NA	NA	NA	NA
opera_contig_2084	3493	18.83	0.55	NA	NA	NA	NA
opera_contig_2085	3492	21.99	10.53	NA	3-1-20CM-4-69-9_sp001920085	NA	GCA_001920085.1_genomic.fna.gz
opera_contig_2086	3491	7.62	0.00	NA	NA	NA	NA
opera_contig_2087	3490	7.91	0.00	NA	NA	NA	NA
opera_contig_2088	3498	5.18	19.98	NA	NA	NA	NA
opera_contig_2089	3488	16.69	0.24	NA	Pseudoxanthomonas_suwonensis_C	NA	GCF_000513955.1_genomic.fna.gz
opera_contig_2090	3487	11.95	77.61	NA	BK-30_sp002837145	NA	GCF_002837145.1_genomic.fna.gz
opera_contig_2091	3486	22.18	0.24	NA	NA	NA	NA
opera_contig_2092	3486	15.41	1.24	NA	NA	NA	NA
opera_contig_2093	3477	6.64	8.16	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_2094	3477	19.49	1.23	NA	Pararhizobium_sp900468065	NA	GCA_900468065.1_genomic.fna.gz
opera_contig_2095	3477	16.31	0.22	NA	NA	NA	NA
opera_contig_2096	3476	7.22	32.43	NA	NA	NA	NA
opera_contig_2097	3476	5.92	8.18	NA	NA	NA	NA
opera_contig_2098	3475	20.51	4.04	NA	Bosea_lathyri	NA	GCF_900108245.1_genomic.fna.gz
opera_contig_2099	3470	18.37	4.74	NA	Haloferax_gibbonsii	NA	GCF_000336775.1_genomic.fna.gz
opera_contig_2100	3470	4.63	0.00	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_2101	3470	6.08	12.11	NA	PALSA-457_sp003161575	NA	GCA_003161575.1_genomic.fna.gz
opera_contig_2102	3469	4.63	0.00	NA	NA	NA	NA
opera_contig_2103	3467	13.47	0.80	NA	Oceaniglobus_indicus	NA	GCF_002751875.1_genomic.fna.gz
opera_contig_2104	3467	7.96	0.00	NA	NA	NA	NA
opera_contig_2105	3466	18.54	5.32	NA	NA	NA	NA
opera_contig_2106	3466	4.63	12.49	NA	NA	NA	NA
opera_contig_2107	3460	40.33	1.00	NA	NA	NA	NA
opera_contig_2108	3459	9.00	4.92	NA	NA	NA	NA
opera_contig_2109	3457	20.62	0.00	NA	NA	NA	NA
opera_contig_2110	3454	23.98	5.70	NA	NA	NA	NA
opera_contig_2111	3452	18.03	0.28	NA	Methylocapsa_sp002890675	NA	GCA_002890675.1_genomic.fna.gz
opera_contig_2112	3452	8.00	11.29	NA	NA	NA	NA
opera_contig_2113	3444	5.10	6.06	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_2114	3443	19.25	0.00	NA	NA	NA	NA
opera_contig_2115	3443	5.69	1.75	NA	NA	NA	NA
opera_contig_2116	3440	8.61	1.98	NA	NA	NA	NA
opera_contig_2117	3430	20.64	0.34	NA	NA	NA	NA
opera_contig_2118	3427	22.85	1.45	NA	NA	NA	NA
opera_contig_2119	3427	48.19	1.47	NA	NA	NA	NA
opera_contig_2120	3424	8.06	0.00	NA	NA	NA	NA
opera_contig_2121	3422	4.69	0.00	NA	Micromonospora_lupini	NA	GCF_000297395.2_genomic.fna.gz
opera_contig_2122	3421	7.34	5.23	NA	NA	NA	NA
opera_contig_2123	3420	6.61	4.43	NA	NA	NA	NA
opera_contig_2124	3429	103.95	22.81	NA	1-14-0-10-36-32_sp002778465	NA	GCA_002778465.1_genomic.fna.gz
opera_contig_2125	3419	29.81	0.00	NA	NA	NA	NA
opera_contig_2126	3418	6.61	14.32	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_2127	3405	13.12	0.00	NA	NA	NA	NA
opera_contig_2128	3402	16.53	0.00	NA	NA	NA	NA
opera_contig_2129	3400	7.23	0.00	NA	Agrococcus_lahaulensis	NA	GCF_000425105.1_genomic.fna.gz
opera_contig_2130	3400	18.75	0.52	NA	NA	NA	NA
opera_contig_2131	3399	6.50	5.46	NA	NA	NA	NA
opera_contig_2132	3391	18.65	2.20	NA	NA	NA	NA
opera_contig_2133	3391	7.55	0.00	NA	Sandarakinorhabdus_sp002256005	NA	GCA_002256005.1_genomic.fna.gz
opera_contig_2134	3378	11.44	8.03	NA	NA	NA	NA
opera_contig_2135	3376	25.28	1.31	NA	Bosea_sp900185715	NA	GCA_900185715.1_genomic.fna.gz
opera_contig_2136	5882	277.02	43.45	NA	NA	NA	NA
opera_contig_2137	3375	71.54	1.77	NA	NA	NA	NA
opera_contig_2138	3373	5.80	6.57	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_2139	3372	19.06	2.74	NA	Clavibacter_michiganensis_K	NA	GCF_002150995.1_genomic.fna.gz
opera_contig_2140	3371	295.30	276.10	NA	NA	NA	NA
opera_contig_2141	3379	1345.97	41.31	NA	NA	NA	NA
opera_contig_2142	3369	14.45	0.15	NA	NA	NA	NA
opera_contig_2143	3369	15.05	0.00	NA	Paludisphaera_sp001610895	NA	GCF_001610895.1_genomic.fna.gz
opera_contig_2144	3368	15.65	1.02	NA	NA	NA	NA
opera_contig_2145	3367	19.08	0.30	NA	Methylocella_silvestris_A	NA	GCF_002891535.1_genomic.fna.gz
opera_contig_2146	28276	5.96	26.74	NA	Acidovorax_D_kalamii	NA	GCF_002245625.1_genomic.fna.gz
opera_contig_2147	3361	17.18	0.49	NA	NA	NA	NA
opera_contig_2148	3359	17.34	2.00	NA	NA	NA	NA
opera_contig_2149	3358	7.03	17.13	NA	NA	NA	NA
opera_contig_2150	3350	26.82	1.80	NA	Methylomonas_methanica	NA	GCF_001644045.1_genomic.fna.gz
opera_contig_2151	12558	477.99	53.72	NA	Acidovorax_B_sp002176815	NA	GCF_002176815.1_genomic.fna.gz
opera_contig_2152	3345	15.91	2.76	NA	NA	NA	NA
opera_contig_2153	3345	7.65	0.93	NA	NA	NA	NA
opera_contig_2154	3344	14.71	0.00	NA	NA	NA	NA
opera_contig_2155	3344	16.21	0.27	NA	NA	NA	NA
opera_contig_2156	3344	18.76	1.77	NA	Rhodobium_sp002869065	NA	GCA_002869065.1_genomic.fna.gz
opera_contig_2157	3342	6.31	9.63	NA	Sphingopyxis_sp900108295	NA	GCF_900108295.1_genomic.fna.gz
opera_contig_2158	3339	17.14	0.12	NA	NA	NA	NA
opera_contig_2159	3339	303.70	49.77	NA	12-FULL-67-14b_sp001768615	2	GCA_001768615.1_genomic.fna.gz
opera_contig_2160	3331	57.72	0.82	NA	NA	NA	NA
opera_contig_2161	3329	6.64	2.69	NA	Acidovorax_A_konjaci	NA	GCF_900112675.1_genomic.fna.gz
opera_contig_2162	3328	18.86	0.00	NA	NA	NA	NA
opera_contig_2163	3328	7.24	0.50	NA	NA	NA	NA
opera_contig_2164	3325	23.25	0.00	NA	NA	NA	NA
opera_contig_2165	3324	28.24	1.27	NA	Bifidobacterium_callitrichos	NA	GCF_000741175.1_genomic.fna.gz
opera_contig_2166	3323	19.19	5.32	NA	Bosea_lupini	NA	GCF_900109525.1_genomic.fna.gz
opera_contig_2167	3321	24.64	0.44	NA	Streptomyces_celluloflavus	NA	GCF_000720995.1_genomic.fna.gz
opera_contig_2168	3320	27.07	1.06	NA	Trueperella_bernardiae	NA	GCF_001469025.1_genomic.fna.gz
opera_contig_2169	3316	29.22	0.60	NA	NA	NA	NA
opera_contig_2170	3316	19.07	0.25	NA	Rikenella_microfusus	NA	GCF_000427365.1_genomic.fna.gz
opera_contig_2171	3315	13.33	3.70	NA	NA	NA	NA
opera_contig_2172	3312	18.04	0.15	NA	Octadecabacter_sp003533975	NA	GCA_003533975.1_genomic.fna.gz
opera_contig_2173	3308	27.92	3.56	NA	NA	NA	NA
opera_contig_2174	3308	34.75	0.44	NA	NA	NA	NA
opera_contig_2175	3305	7.75	0.00	NA	NA	NA	NA
opera_contig_2176	3723	25.68	4.49	NA	Aeromicrobium_erythreum	NA	GCF_001509405.1_genomic.fna.gz
opera_contig_2177	3301	19.01	1.49	NA	Acidothermus_cellulolyticus	NA	GCF_000015025.1_genomic.fna.gz
opera_contig_2178	3300	5.78	2.00	NA	C7867-001_sp001781625	NA	GCA_001781625.1_genomic.fna.gz
opera_contig_2179	3298	17.20	0.00	NA	NA	NA	NA
opera_contig_2180	3291	6.10	1.02	NA	Peptoniphilus_A_lacrimalis	NA	GCF_000378725.1_genomic.fna.gz
opera_contig_2181	3289	5.34	0.00	NA	UBA6286_sp002438305	NA	GCA_002438305.1_genomic.fna.gz
opera_contig_2182	3288	16.18	1.08	NA	NA	NA	NA
opera_contig_2183	3285	20.48	1.02	NA	NA	NA	NA
opera_contig_2184	3283	21.41	0.94	NA	NA	NA	NA
opera_contig_2185	3282	5.35	0.00	NA	NA	NA	NA
opera_contig_2186	6318	180.54	7.54	NA	NA	NA	NA
opera_contig_2187	3290	269.21	10.78	NA	NA	NA	NA
opera_contig_2188	3272	86.99	5.26	NA	NA	NA	NA
opera_contig_2189	3271	26.86	0.52	NA	Sphingomonas_sp002280565	NA	GCA_002280565.1_genomic.fna.gz
opera_contig_2190	3269	25.95	0.97	NA	NA	NA	NA
opera_contig_2191	3269	19.04	1.01	NA	NA	NA	NA
opera_contig_2192	3268	20.12	0.62	NA	Bosea_lupini	NA	GCF_900109525.1_genomic.fna.gz
opera_contig_2193	3263	28.00	0.00	NA	NK4A144_sp003488445	NA	GCA_003488445.1_genomic.fna.gz
opera_contig_2194	3257	7.09	0.00	NA	NA	NA	NA
opera_contig_2195	3249	19.16	0.00	NA	HRBIN12_sp002898915	NA	GCA_002898915.1_genomic.fna.gz
opera_contig_2196	4979	10.20	2.76	NA	Cupriavidus_basilensis_A	NA	GCF_000832305.1_genomic.fna.gz
opera_contig_2197	3244	22.59	0.86	NA	NA	NA	NA
opera_contig_2198	3242	8.05	0.88	NA	NA	NA	NA
opera_contig_2199	3241	10.69	0.46	NA	NA	NA	NA
opera_contig_2200	3239	6.82	3.21	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_2201	3238	288.05	37.88	NA	NA	NA	NA
opera_contig_2202	3238	31.47	0.00	NA	Mailhella_massiliensis	NA	GCF_900155525.1_genomic.fna.gz
opera_contig_2203	3236	19.70	1.49	NA	FEB-22_sp003105195	NA	GCA_003105195.1_genomic.fna.gz
opera_contig_2204	3227	21.93	0.54	NA	56-14-T64_sp002401945	NA	GCA_002401945.1_genomic.fna.gz
opera_contig_2205	3224	5.92	0.00	NA	Lonsdalea_iberica	NA	GCF_002111585.1_genomic.fna.gz
opera_contig_2206	3222	7.48	8.46	NA	NA	NA	NA
opera_contig_2207	3221	18.23	1.54	NA	Flexilinea_sp001717545	NA	GCF_001717545.1_genomic.fna.gz
opera_contig_2208	3213	6.72	12.74	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_2209	3312	7.03	37.18	NA	NA	NA	NA
opera_contig_2210	3212	13.60	0.00	NA	Herminiimonas_arsenicoxydans	NA	GCF_000026125.1_genomic.fna.gz
opera_contig_2211	3210	27.99	1.13	NA	NA	NA	NA
opera_contig_2212	3207	23.48	0.00	NA	NA	NA	NA
opera_contig_2213	3204	36.98	1.58	NA	NA	NA	NA
opera_contig_2214	3204	12.38	0.00	NA	NA	NA	NA
opera_contig_2215	3204	7.36	2.84	NA	NA	NA	NA
opera_contig_2216	3200	317.36	37.76	NA	Achromobacter_pulmonis	1	GCF_002885955.2_genomic.fna.gz
opera_contig_2217	3197	26.69	0.93	NA	NA	NA	NA
opera_contig_2218	3196	17.28	1.21	NA	NA	NA	NA
opera_contig_2219	3195	9.11	9.54	NA	BK-30_sp002837145	NA	GCF_002837145.1_genomic.fna.gz
opera_contig_2220	3194	28.29	1.51	NA	NA	NA	NA
opera_contig_2221	3193	10.38	0.00	NA	Aeromonas_caviae	NA	GCF_000819785.1_genomic.fna.gz
opera_contig_2222	3190	15.74	1.01	NA	NA	NA	NA
opera_contig_2223	3190	7.87	0.25	NA	NA	NA	NA
opera_contig_2224	3189	6.30	1.39	NA	NA	NA	NA
opera_contig_2225	3188	18.11	1.72	NA	Streptomyces_sp001941845	NA	GCF_001941845.1_genomic.fna.gz
opera_contig_2226	3188	21.57	0.97	NA	NA	NA	NA
opera_contig_2227	3186	29.78	7.90	NA	Acidovorax_B_delafieldii_A	NA	GCF_000175235.1_genomic.fna.gz
opera_contig_2228	3185	6.62	1.62	NA	NA	NA	NA
opera_contig_2229	3183	11.04	0.00	NA	NA	NA	NA
opera_contig_2230	3180	18.31	0.00	NA	Sulfuricella_A_sp003104895	NA	GCA_003104895.1_genomic.fna.gz
opera_contig_2231	3176	25.13	2.79	NA	Aeromicrobium_sp002476985	NA	GCA_002476985.1_genomic.fna.gz
opera_contig_2232	3175	28.30	0.00	NA	NA	NA	NA
opera_contig_2233	16546	1510.59	102.29	NA	Hydrocarboniphaga_effusa	NA	GCF_000271305.1_genomic.fna.gz
opera_contig_2234	3172	12.03	12.71	NA	NA	NA	NA
opera_contig_2235	3166	5.71	0.00	NA	NA	NA	NA
opera_contig_2236	3165	8.09	0.14	NA	NA	NA	NA
opera_contig_2237	3161	30.97	0.86	NA	NA	NA	NA
opera_contig_2238	3160	14.77	0.86	NA	NA	NA	NA
opera_contig_2239	3159	5.40	0.48	NA	NA	NA	NA
opera_contig_2240	3157	12.40	0.00	NA	NA	NA	NA
opera_contig_2241	3154	7.48	1.15	NA	Reyranella_sp003153415	NA	GCA_003153415.1_genomic.fna.gz
opera_contig_2242	3153	25.16	0.00	NA	NA	NA	NA
opera_contig_2243	3153	7.16	0.00	NA	NA	NA	NA
opera_contig_2244	3152	6.69	3.04	NA	Mycobacterium_shinjukuense	NA	GCF_002086755.1_genomic.fna.gz
opera_contig_2245	3143	82.42	3.87	NA	Clavibacter_sp003067705	NA	GCF_003067705.1_genomic.fna.gz
opera_contig_2246	3142	5.59	1.08	NA	Desulfovibrio_N_putealis	NA	GCF_000429325.1_genomic.fna.gz
opera_contig_2247	3132	19.55	0.92	NA	Bosea_lupini	NA	GCF_900109525.1_genomic.fna.gz
opera_contig_2248	3132	17.79	2.18	NA	Demequina_rhizosphaerae	NA	GCF_000971255.1_genomic.fna.gz
opera_contig_2249	3130	25.66	2.33	NA	NA	NA	NA
opera_contig_2250	3129	12.83	2.38	NA	NA	NA	NA
opera_contig_2251	3123	5.30	0.00	NA	NA	NA	NA
opera_contig_2252	3122	26.69	0.65	NA	NA	NA	NA
opera_contig_2253	3116	6.28	4.87	NA	Acidovorax_D_kalamii	NA	GCF_002245625.1_genomic.fna.gz
opera_contig_2254	3115	5.96	0.00	NA	NA	NA	NA
opera_contig_2255	3113	8.87	2.13	NA	NA	NA	NA
opera_contig_2256	3111	16.46	0.00	NA	NA	NA	NA
opera_contig_2257	3110	6.78	7.99	NA	NA	NA	NA
opera_contig_2258	3107	22.30	1.03	NA	NA	NA	NA
opera_contig_2259	3106	14.55	1.00	NA	NA	NA	NA
opera_contig_2260	3105	16.65	2.03	NA	NA	NA	NA
opera_contig_2261	3105	5.82	1.26	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_2262	3102	7.61	8.42	NA	UBA3940_sp002385675	NA	GCA_002385675.1_genomic.fna.gz
opera_contig_2263	3099	6.80	8.45	NA	PHEG01_sp002842835	NA	GCA_002842835.1_genomic.fna.gz
opera_contig_2264	3097	5.51	0.95	NA	NA	NA	NA
opera_contig_2265	8864	7.30	13.21	NA	2-02-FULL-63-19_sp001770415	NA	GCA_001770415.1_genomic.fna.gz
opera_contig_2266	3094	18.66	1.51	NA	Bosea_lupini	NA	GCF_900109525.1_genomic.fna.gz
opera_contig_2267	3094	17.52	1.86	NA	NA	NA	NA
opera_contig_2268	3094	5.19	0.33	NA	Cellulomonas_cellasea	NA	GCF_000767135.1_genomic.fna.gz
opera_contig_2269	3093	8.93	11.31	NA	Aquabacterium_sp002339015	NA	GCA_002339015.1_genomic.fna.gz
opera_contig_2270	3092	26.63	0.60	NA	Halobaculum_tyrrellensis	NA	GCF_000495475.1_genomic.fna.gz
opera_contig_2271	3083	3.91	0.00	NA	NA	NA	NA
opera_contig_2272	3078	20.22	0.92	NA	NA	NA	NA
opera_contig_2273	3078	16.31	0.39	NA	NA	NA	NA
opera_contig_2274	3077	8.16	0.35	NA	NA	NA	NA
opera_contig_2275	3974	4.73	23.64	NA	Nisaea_denitrificans	NA	GCF_000426505.1_genomic.fna.gz
opera_contig_2276	3075	27.43	0.00	NA	NA	NA	NA
opera_contig_2277	3074	7.02	4.66	NA	NA	NA	NA
opera_contig_2278	3072	25.49	3.85	NA	NA	NA	NA
opera_contig_2279	3068	12.76	0.00	NA	NA	NA	NA
opera_contig_2280	3065	20.96	2.05	NA	NA	NA	NA
opera_contig_2281	3058	20.85	0.73	NA	NA	NA	NA
opera_contig_2282	3057	19.21	1.17	NA	NA	NA	NA
opera_contig_2283	3570	18.23	2.55	NA	NA	NA	NA
opera_contig_2284	3054	29.59	0.78	NA	NA	NA	NA
